Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
XL Group,10.596,10.443,0.441,58.434,738,Financials,Diversified Insurance,North America,Bermuda,2017
Parker-Hannifin,21.463,11.2,0.8803,11.732,739,Industrials,Other Industrial Equipment,North America,United States,2017
Sabanci Holding,5.433,11.877,0.8797,87.866,739,Industrials,Conglomerates,Europe,Turkey,2017
Annaly Capital Management,11.524,1.998,1.4338,87.905,741,Financials,Real Estate,North America,United States,2017
Industrial Bank of Korea,6.018,7.84,0.9977,212.661,742,Financials,Regional Banks,Asia,South Korea,2017
Hanwha,2.195,40.614,0.4238,128.226,743,Industrials,Trading Companies,Asia,South Korea,2017
Essilor International,25.736,7.871,0.8993,13.884,744,Health Care,Medical Equipment & Supplies,Europe,France,2017
Kotak Mahindra Bank,25.066,4.752,0.6833,37.443,744,Financials,Regional Banks,Asia,India,2017
Kyushu Electric Power,5.112,16.829,0.977,38.066,746,Utilities,Electric Utilities,Asia,Japan,2017
Scor,6.825,14.577,0.667,44.227,746,Financials,Diversified Insurance,Europe,France,2017
Chongqing Changan Auto,10.244,10.582,1.6795,15.085,748,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
Husky Energy,11.36,9.78,0.6959,24.901,749,Energy,Oil & Gas Operations,North America,Canada,2017
China Energy Engineering,5.602,33.361,0.645,42.112,750,Industrials,Construction Services,Asia,China,2017
Abertis,15.962,5.264,0.8801,32.893,751,Industrials,Other Transportation,Europe,Spain,2017
Huatai Securities,16.904,3.675,0.9437,57.767,752,Financials,Investment Services,Asia,China,2017
Luxottica Group,25.915,10.051,0.9408,10.864,753,Consumer Discretionary,Specialty Stores,Europe,Italy,2017
Teck Resources,13.595,7.019,0.785,26.568,753,Materials,Diversified Metals & Mining,North America,Canada,2017
Lotte Chemical,11.137,11.398,1.5823,13.137,755,Materials,Specialized Chemicals,Asia,South Korea,2017
Tohoku Electric Power,6.757,18.177,0.6584,34.876,756,Utilities,Electric Utilities,Asia,Japan,2017
Western Digital,24.535,15.919,-0.408,28.975,757,Information Technology,Computer Storage Devices,North America,United States,2017
National Bank of Kuwait,14.026,3.205,0.9313,79.215,758,Financials,Regional Banks,Asia,Kuwait,2017
Rolls-Royce Holdings,18.174,20.179,-5.4404,31.556,758,Industrials,Aerospace & Defense,Europe,United Kingdom,2017
Japan Airlines,10.6,11.86,1.2798,13.935,760,Industrials,Airline,Asia,Japan,2017
Credicorp,12.731,4.534,1.0419,46.657,761,Financials,Regional Banks,South America,Peru,2017
UPM-Kymmene,12.744,10.854,0.9723,14.673,762,Materials,Paper & Paper Products,Europe,Finland,2017
Guangdong Wens Foodstuffs Group,20.929,8.924,1.8749,5.967,763,Consumer Staples,Food Processing,Asia,China,2017
Toyota Tsusho,10.578,71.045,-0.1403,34.839,764,Industrials,Trading Companies,Asia,Japan,2017
Wipro,19.373,8.139,1.2596,11.782,765,Information Technology,Computer Services,Asia,India,2017
Hilton,18.663,11.663,0.348,26.211,766,Consumer Discretionary,Hotels & Motels,North America,United States,2017
Daqin Railway,16.615,6.665,1.0107,17.887,767,Industrials,Railroads,Asia,China,2017
Lennar,11.884,11.289,0.8909,15.362,768,Industrials,Construction Services,North America,United States,2017
Ferrovial,14.886,11.901,0.4158,24.678,769,Industrials,Other Transportation,Europe,Spain,2017
Anadarko Petroleum,34.88,8.452,-3.078,45.564,770,Energy,Oil & Gas Operations,North America,United States,2017
Scentre Group,17.55,1.874,2.2231,24.609,770,Financials,Investment Services,Australia,Australia,2017
AutoZone,19.897,10.75,1.2696,8.903,772,Consumer Discretionary,Specialty Stores,North America,United States,2017
Agrium,12.982,13.574,0.5779,16.963,773,Materials,Specialized Chemicals,North America,Canada,2017
Vestas Wind Systems,17.47,11.321,1.0669,10.475,774,Industrials,Electrical Equipment,Europe,Denmark,2017
China Resources Power,8.791,8.53,0.993,25.81,775,Utilities,Electric Utilities,Asia,Hong Kong,2017
Freeport-mcmoran,18.206,14.878,-3.965,37.317,775,Materials,Diversified Metals & Mining,North America,United States,2017
Samba Financial Group,11.252,2.418,1.3338,61.701,777,Financials,Regional Banks,Asia,Saudi Arabia,2017
ROSSETI,3.347,13.568,1.1199,34.171,778,Utilities,Electric Utilities,Asia,Russia,2017
Schaeffler,11.059,14.754,0.9502,12.529,779,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,2017
GD Power Development,9.457,8.261,0.6375,38.372,780,Utilities,Electric Utilities,Asia,China,2017
Adecco,11.769,25.118,0.7993,10.652,781,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,2017
Discovery Communications,16.837,6.514,1.194,15.758,781,Consumer Discretionary,Broadcasting & Cable,North America,United States,2017
Canadian Natural Resources,37.099,7.942,-0.154,44.924,783,Energy,Oil & Gas Operations,North America,Canada,2017
Ryanair Holdings,19.57,7.348,1.4524,11.504,784,Industrials,Airline,Europe,Ireland,2017
Huntington Bancshares,14.303,3.828,0.7118,99.714,785,Financials,Regional Banks,North America,United States,2017
Hong Kong Exchanges,30.868,1.34,0.7432,31.899,786,Financials,Investment Services,Asia,Hong Kong,2017
Carlsberg,14.112,9.303,0.6665,18.318,787,Consumer Staples,Beverages,Europe,Denmark,2017
Porsche Automobil Holding,16.129,0.001,1.5199,29.963,788,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Germany,2017
Kone,23.669,9.717,1.1325,8.387,789,Industrials,Construction Services,Europe,Finland,2017
CarMax,10.54,15.875,0.627,16.279,790,Consumer Discretionary,Specialty Stores,North America,United States,2017
Itaúsa,22.961,1.345,2.3556,18.134,791,Industrials,Conglomerates,South America,Brazil,2017
Sime Darby,14.292,10.717,0.697,15.397,791,Industrials,Conglomerates,Asia,Malaysia,2017
Wolseley,15.508,21.455,0.6238,10.689,793,Materials,Construction Materials,Europe,Switzerland,2017
Air France-KLM,2.193,27.482,0.8761,24.188,794,Industrials,Airline,Europe,France,2017
Willis Towers Watson,17.41,7.851,0.42,30.253,795,Financials,Diversified Insurance,Europe,United Kingdom,2017
Welltower,26.245,4.281,0.7138,28.865,796,Financials,Real Estate,North America,United States,2017
ITC,51.595,5.967,1.5139,7.821,797,Consumer Staples,Tobacco,Asia,India,2017
KT Corp,7.058,19.603,0.6129,25.325,797,Telecommunication Services,Telecommunications services,Asia,South Korea,2017
OMV Group,13.617,21.306,-0.4458,33.87,799,Energy,Oil & Gas Operations,Europe,Austria,2017
Sumitomo Chemical,8.782,17.613,0.4804,24.33,800,Materials,Diversified Chemicals,Asia,Japan,2017
Emaar Properties,14.561,4.319,1.4247,26.228,801,Financials,Real Estate,Asia,United Arab Emirates,2017
VEON,6.751,8.858,2.5116,21.043,802,Telecommunication Services,Telecommunications services,Europe,Netherlands,2017
Eiffage,7.318,15.826,0.5254,31.118,803,Industrials,Construction Services,Europe,France,2017
Bangkok Bank,10.097,4.3,0.9018,82.217,804,Financials,Regional Banks,Asia,Thailand,2017
Metro Group,10.115,64.506,0.2223,30.806,805,Consumer Discretionary,Department Stores,Europe,Germany,2017
CSL,43.865,6.398,1.3253,8.13,806,Health Care,Biotechs,Australia,Australia,2017
Hindustan Petroleum,8.461,28.526,0.7517,13.743,807,Energy,Oil & Gas Operations,Asia,India,2017
DR Horton,12.367,12.645,0.9354,11.712,808,Industrials,Construction Services,North America,United States,2017
Leonardo,8.308,13.277,0.5586,26.775,809,Industrials,Aerospace & Defense,Europe,Italy,2017
Shenwan Hongyuan Group,18.258,3.175,0.8142,39.642,810,Financials,Major Banks,Asia,China,2017
LG Electronics,10.221,47.722,0.0663,31.342,811,Consumer Discretionary,Consumer Electronics,Asia,South Korea,2017
Kuehne + Nagel,16.891,16.774,0.7288,6.229,812,Industrials,Other Transportation,Europe,Switzerland,2017
FirstEnergy,13.897,14.396,-6.177,43.148,813,Utilities,Electric Utilities,North America,United States,2017
Magnit,15.614,15.983,0.8087,7.542,813,Consumer Staples,Food Retail,Asia,Russia,2017
S&P Global,33.626,5.661,2.106,8.669,815,Consumer Discretionary,Printing & Publishing,North America,United States,2017
Chongqing Rural Bank,6.487,5.324,1.198,115.581,816,Financials,Regional Banks,Asia,Hong Kong,2017
Toshiba,8.259,47.206,-3.8308,47.724,817,Information Technology,Electronics,Asia,Japan,2017
General Growth Properties,20.372,2.349,1.2884,22.733,818,Financials,Real Estate,North America,United States,2017
JFE Holdings,9.421,29.408,0.2726,36.094,819,Materials,Iron & Steel,Asia,Japan,2017
Netease,36.76,5.718,1.7381,8.351,820,Information Technology,Computer Services,Asia,China,2017
LabCorp,14.687,9.642,0.7223,14.247,821,Health Care,Healthcare Services,North America,United States,2017
ATOS,12.802,12.962,0.6403,14.083,822,Information Technology,Computer Services,Europe,France,2017
Fanuc,39.632,4.842,1.1501,12.995,823,Industrials,Other Industrial Equipment,Asia,Japan,2017
SM Investments,17.75,7.324,0.6497,17.329,823,Consumer Discretionary,Department Stores,Asia,Philippines,2017
Hyundai Steel,6.651,14.387,0.7057,26.817,825,Materials,Iron & Steel,Asia,South Korea,2017
Eastman Chemical,11.716,8.945,0.866,15.457,826,Materials,Specialized Chemicals,North America,United States,2017
O'Reilly Automotive,23.204,8.593,1.0377,7.39,827,Consumer Discretionary,Specialty Stores,North America,United States,2017
L Brands,13.452,12.574,1.1577,8.17,828,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,2017
First Republic Bank,14.19,2.39,0.6648,73.401,829,Financials,Regional Banks,North America,United States,2017
S-Oil,9.862,14.068,1.0389,11.622,830,Energy,Oil & Gas Operations,Asia,South Korea,2017
EOG Resources,56.192,7.544,-1.0967,29.459,831,Energy,Oil & Gas Operations,North America,United States,2017
Secom,16.722,8.545,0.7478,13.599,832,Industrials,Security Systems,Asia,Japan,2017
LG Corp,10.737,8.55,0.9264,16.136,833,Consumer Discretionary,Household Appliances,Asia,South Korea,2017
Abu Dhabi Commercial Bank,9.765,3.118,1.0919,70.323,834,Financials,Regional Banks,Asia,United Arab Emirates,2017
Hermès International,50.28,5.755,1.2171,5.83,835,Consumer Discretionary,Apparel/Accessories,Europe,France,2017
Link REIT,15.978,1.181,1.8348,21.828,836,Financials,Real Estate,Asia,Hong Kong,2017
TD Ameritrade Holding,20.274,3.369,0.846,28.834,836,Financials,Investment Services,North America,United States,2017
Sanlam,9.459,5.813,0.6549,48.78,838,Financials,Life & Health Insurance,Africa,South Africa,2017
Daiichi Sankyo,15.466,8.856,0.5498,17.035,839,Health Care,Pharmaceuticals,Asia,Japan,2017
Norsk Hydro,11.854,9.758,0.7606,15.195,839,Materials,Aluminum,Europe,Norway,2017
Williams,25.064,7.499,-0.424,47.926,839,Energy,Oil Services & Equipment,North America,United States,2017
Guangzhou Automobile Group,19.217,7.193,0.9527,11.813,842,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
American Financial Group,8.203,6.397,0.649,55.731,843,Financials,Diversified Insurance,North America,United States,2017
NXP Semiconductors,36.175,9.498,0.2,24.898,844,Information Technology,Semiconductors,Europe,Netherlands,2017
China National Nuclear Power,16.967,4.247,0.6272,41.431,845,Utilities,Electric Utilities,Asia,China,2017
Athene Holding,9.842,4.137,0.805,86.72,846,Financials,Diversified Insurance,North America,Bermuda,2017
Woodside Petroleum,20.858,4.073,0.8655,24.753,847,Energy,Oil & Gas Operations,Australia,Australia,2017
Boston Scientific,33.745,8.386,0.347,18.096,848,Health Care,Medical Equipment & Supplies,North America,United States,2017
Raiffeisen Bank International,7.333,6.806,0.5125,117.988,849,Financials,Regional Banks,Europe,Austria,2017
AMP,11.402,9.738,-0.2557,101.417,850,Financials,Investment Services,Australia,Australia,2017
Formosa Plastics,19.021,5.585,1.2172,13.452,851,Materials,Specialized Chemicals,Asia,Taiwan,2017
China Steel,12.819,9.087,0.4973,20.979,852,Materials,Iron & Steel,Asia,Taiwan,2017
Bank of Ireland,8.418,4.348,0.7965,129.87,853,Financials,Regional Banks,Europe,Ireland,2017
China Gezhouba,8.464,14.908,0.5111,21.761,854,Industrials,Construction Services,Asia,China,2017
Bâloise Group,6.337,9.095,0.5429,78.909,855,Financials,Diversified Insurance,Europe,Switzerland,2017
Rakuten,15.207,7.196,0.3497,39.479,855,Consumer Discretionary,Internet & Catalog Retail,Asia,Japan,2017
Ameren,13.228,6.076,0.653,24.699,857,Utilities,Electric Utilities,North America,United States,2017
Symantec,19.066,3.777,2.044,16.76,857,Information Technology,Software & Programming,North America,United States,2017
Yara International,10.717,11.341,0.7573,14,859,Materials,Specialized Chemicals,Europe,Norway,2017
Assa Abloy,22.641,8.362,0.7769,10.488,860,Industrials,Other Industrial Equipment,Europe,Sweden,2017
Shengjing Bank,5.245,5.875,1.0346,130.304,861,Financials,Regional Banks,Asia,China,2017
Aena,24.302,4.104,1.2878,16.363,862,Industrials,Other Transportation,Europe,Spain,2017
Mega Financial Holding,10.636,2.486,0.6963,103.006,863,Financials,Investment Services,Asia,Taiwan,2017
Shanghai International Port,20.155,4.681,1.0445,16.805,864,Industrials,Other Transportation,Asia,China,2017
Tokyo Gas,10.144,15.009,0.4645,18.166,865,Utilities,Natural Gas Utilities,Asia,Japan,2017
Mohawk Industries,16.967,8.959,0.9302,10.231,866,Consumer Discretionary,Furniture & Fixtures,North America,United States,2017
Ooredoo Telecom,9.107,8.927,0.6022,24.857,866,Telecommunication Services,Telecommunications services,Asia,Qatar,2017
China Galaxy Securities,16.137,2.715,0.7744,35.381,868,Financials,Investment Services,Asia,China,2017
Unipol Gruppo,2.864,18.449,0.3646,96.002,869,Financials,Diversified Insurance,Europe,Italy,2017
Quanta Computer,7.867,27.72,0.4694,18.227,870,Information Technology,Computer Hardware,Asia,Taiwan,2017
Lam Research,21.056,6.384,0.999,11.521,871,Information Technology,Semiconductors,North America,United States,2017
China Merchants Securities,15.146,2.767,0.812,34.975,872,Financials,Investment Services,Asia,China,2017
Bank of Jinzhou,7.855,4.112,1.2228,77.568,873,Financials,Regional Banks,Asia,China,2017
Entergy,13.683,10.772,-0.5645,45.904,874,Utilities,Electric Utilities,North America,United States,2017
Canadian Pacific Railway,22.034,4.704,1.2069,14.523,875,Industrials,Railroads,North America,Canada,2017
JM Smucker,15.066,7.416,0.6699,15.812,876,Consumer Staples,Food Processing,North America,United States,2017
NEC,6.196,24.541,0.6034,21.29,877,Information Technology,Electronics,Asia,Japan,2017
Kingfisher,8.96,14.962,0.8131,12.874,878,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,2017
Lear,9.23,18.562,0.9751,9.901,879,Consumer Discretionary,Auto & Truck Parts,North America,United States,2017
Taisei,8.41,13.35,0.9152,13.738,879,Industrials,Construction Services,Asia,Japan,2017
Kajima,6.882,16.145,0.8753,15.749,881,Industrials,Construction Services,Asia,Japan,2017
Sandvik,18.511,9.525,0.6432,11.477,882,Industrials,Other Industrial Equipment,Europe,Sweden,2017
DP World,17.986,4.232,1.0243,20.751,883,Industrials,Other Transportation,Asia,United Arab Emirates,2017
Pegatron,7.509,35.897,0.5997,13.775,884,Information Technology,Electronics,Asia,Taiwan,2017
Power Grid of India,15.907,3.233,0.9187,27.827,884,Utilities,Electric Utilities,Asia,India,2017
Obayashi,6.744,16.695,0.7669,17.295,886,Industrials,Construction Services,Asia,Japan,2017
Zimmer Biomet,24.123,7.684,0.3,26.684,887,Health Care,Medical Equipment & Supplies,North America,United States,2017
Devon Energy,22.316,10.518,-3.315,25.913,888,Energy,Oil & Gas Operations,North America,United States,2017
Hormel Foods,18.115,9.511,0.8901,6.366,889,Consumer Staples,Food Processing,North America,United States,2017
Julius Baer Group,11.127,3.274,0.6287,94.66,889,Financials,Regional Banks,Europe,Switzerland,2017
S.f. Holding,34.367,8.622,0.6292,6.36,891,Materials,Construction Materials,Asia,China,2017
Schindler Holding,19.819,9.829,0.7755,8.169,892,Industrials,Other Industrial Equipment,Europe,Switzerland,2017
AvalonBay Communities,25.402,2.019,1.0314,17.867,893,Financials,Real Estate,North America,United States,2017
Cencosud,8.989,15.288,0.5734,15.634,894,Consumer Discretionary,Specialty Stores,South America,Chile,2017
JBS,8.194,48.878,0.1079,31.59,895,Consumer Staples,Food Processing,South America,Brazil,2017
Uniper,6.147,74.43,-3.5586,63.172,896,Utilities,Electric Utilities,Europe,Germany,2017
Suning Appliance,14.777,22.278,0.106,19.738,897,Consumer Discretionary,Specialty Stores,Asia,China,2017
Yahoo!,44.419,5.176,-0.2143,48.083,898,Information Technology,Computer Services,North America,United States,2017
L3 Technologies,12.901,10.511,0.71,11.865,899,Industrials,Aerospace & Defense,North America,United States,2017
CEZ Group,9.19,8.266,0.5844,24.625,900,Utilities,Electric Utilities,Europe,Czech Republic,2017
PKO Bank Polski,10.5,3.811,0.7285,68.412,900,Financials,Regional Banks,Europe,Poland,2017
Alliance Data Systems,14.039,7.138,0.4324,25.514,902,Consumer Discretionary,Business & Personal Services,North America,United States,2017
