Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales
Honda Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,63,117.7,4.9,147.9,70,http://www.forbes.com/companies/honda-motor/,0.033130493576741,0.0416312659303314
Enel,Utilities,Electric Utilities,Europe,Italy,53.2,106.3,4.3,226.2,71,http://www.forbes.com/companies/enel/,0.0190097259062776,0.0404515522107244
BASF,Materials,Diversified Chemicals,Europe,Germany,102.3,98.2,6.4,88.7,72,http://www.forbes.com/companies/basf/,0.0721533258173619,0.065173116089613
Softbank,Telecommunication Services,Telecommunications services,Asia,Japan,91.2,55.6,5.8,156.6,73,http://www.forbes.com/companies/softbank/,0.037037037037037,0.10431654676259
National Australia Bank,Financials,Major Banks,Australia,Australia,75.3,36.9,5.4,755.9,74,http://www.forbes.com/companies/national-australia-bank/,0.00714380209022358,0.146341463414634
ANZ,Financials,Major Banks,Australia,Australia,83.9,34,6.2,659.7,75,http://www.forbes.com/companies/anz/,0.00939821130817038,0.182352941176471
TD Bank Group,Financials,Major Banks,North America,Canada,86.2,31.3,6.6,815.2,76,http://www.forbes.com/companies/td-bank-group/,0.00809617271835132,0.210862619808307
ConocoPhillips,Energy,Oil & Gas Operations,North America,United States,86.3,55.6,9.2,118.1,76,http://www.forbes.com/companies/conocophillips/,0.0779000846740051,0.165467625899281
Intel,Information Technology,Semiconductors,North America,United States,129.2,52.7,9.6,92.4,78,http://www.forbes.com/companies/intel/,0.103896103896104,0.182163187855787
UBS,Financials,Investment Services,Europe,Switzerland,81,39.7,3.4,1135.5,79,http://www.forbes.com/companies/ubs/,0.00299427564949361,0.0856423173803526
Hewlett-Packard,Information Technology,Computer Hardware,North America,United States,63,112.1,5.3,105,80,http://www.forbes.com/companies/hewlett-packard/,0.0504761904761905,0.0472792149866191
Coca-Cola,Consumer Staples,Beverages,North America,United States,168.7,46.3,8.5,91.3,81,http://www.forbes.com/companies/coca-cola/,0.0930996714129244,0.183585313174946
Cisco Systems,Information Technology,Communications Equipment,North America,United States,119,47.9,8.2,98.4,82,http://www.forbes.com/companies/cisco-systems/,0.0833333333333333,0.171189979123173
LukOil,Energy,Oil & Gas Operations,Asia,Russia,47.7,119.2,7.8,109.4,83,http://www.forbes.com/companies/lukoil/,0.0712979890310786,0.0654362416107383
Boeing,Industrials,Aerospace & Defense,North America,United States,95.3,86.6,4.6,92.7,84,http://www.forbes.com/companies/boeing/,0.0496224379719525,0.0531177829099307
Zurich Insurance Group,Financials,Diversified Insurance,Europe,Switzerland,45.8,71.9,4,397.1,84,http://www.forbes.com/companies/zurich-insurance-group/,0.0100730294636112,0.0556328233657858
UnitedHealth Group,Health Care,Managed Health Care,North America,United States,81,122.5,5.6,81.9,84,http://www.forbes.com/companies/unitedhealth-group/,0.0683760683760684,0.0457142857142857
Hyundai Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,49.7,79.8,7.8,126.4,87,http://www.forbes.com/companies/hyundai-motor/,0.0617088607594937,0.0977443609022556
Sanofi,Health Care,Pharmaceuticals,Europe,France,137.1,43.7,4.9,132.4,87,http://www.forbes.com/companies/sanofi/,0.0370090634441088,0.112128146453089
Credit Agricole,Financials,Major Banks,Europe,France,41,65.3,3.3,2117.7,89,http://www.forbes.com/companies/credit-agricole/,0.00155829437597393,0.0505359877488515
United Technologies,Industrials,Conglomerates,North America,United States,108.1,62.7,5.7,90.6,90,http://www.forbes.com/companies/united-technologies/,0.0629139072847682,0.0909090909090909
Roche Holding,Health Care,Pharmaceuticals,Europe,Switzerland,253.7,50.5,12,69.9,90,http://www.forbes.com/companies/roche-holding/,0.171673819742489,0.237623762376238
Munich Re,Financials,Diversified Insurance,Europe,Germany,38.9,88,4.4,343.1,92,http://www.forbes.com/companies/munich-re/,0.0128242494899446,0.05
PepsiCo,Consumer Staples,Beverages,North America,United States,126.2,66.4,6.7,77.5,93,http://www.forbes.com/companies/pepsico/,0.0864516129032258,0.100903614457831
Oracle,Information Technology,Software & Programming,North America,United States,185,37.9,11.1,86.6,94,http://www.forbes.com/companies/oracle/,0.128175519630485,0.29287598944591
Bank of Nova Scotia,Financials,Major Banks,North America,Canada,71.2,27.7,6.3,702.1,95,http://www.forbes.com/companies/bank-of-nova-scotia/,0.00897308075772682,0.227436823104693
CVS Caremark,Consumer Staples,Drug Retail,North America,United States,87.8,126.8,4.6,71.5,96,http://www.forbes.com/companies/cvs-caremark/,0.0643356643356643,0.0362776025236593
ING Group,Financials,Life & Health Insurance,Europe,Netherlands,56.1,34.5,4.4,1488.7,97,http://www.forbes.com/companies/ing-group/,0.00295559884462954,0.127536231884058
Saudi Basic Industries,Materials,Diversified Chemicals,Asia,Saudi Arabia,94.4,50.4,6.7,90.4,98,http://www.forbes.com/companies/saudi-basic-industries/,0.0741150442477876,0.132936507936508
Merck & Co,Health Care,Pharmaceuticals,North America,United States,165.8,44.1,4.4,105.6,99,http://www.forbes.com/companies/merck-co/,0.0416666666666667,0.0997732426303855
Walt Disney,Consumer Discretionary,Broadcasting & Cable,North America,United States,142.9,46,6.6,83.2,100,http://www.forbes.com/companies/walt-disney/,0.0793269230769231,0.143478260869565
Mizuho Financial,Financials,Major Banks,Asia,Japan,48.7,28.5,7.5,1791.6,101,http://www.forbes.com/companies/mizuho-financial/,0.00418620227729404,0.263157894736842
China Merchants Bank,Financials,Major Banks,Asia,China,45.2,32.2,8.1,634.7,102,http://www.forbes.com/companies/china-merchants-bank/,0.0127619347723334,0.251552795031056
Société Générale,Financials,Major Banks,Europe,France,50,45.6,2.9,1702.1,103,http://www.forbes.com/companies/societe-generale/,0.0017037776863874,0.0635964912280702
American Express,Financials,Consumer Financial Services,North America,United States,96.9,34.9,5.3,155.9,104,http://www.forbes.com/companies/american-express/,0.0339961513790892,0.151862464183381
Banco do Brasil,Financials,Major Banks,South America,Brazil,28.3,68.6,7.3,552.7,104,http://www.forbes.com/companies/banco-do-brasil/,0.0132078885471323,0.106413994169096
Morgan Stanley,Financials,Investment Services,North America,United States,61.7,40.8,2.8,832.7,106,http://www.forbes.com/companies/morgan-stanley/,0.00336255554221208,0.0686274509803922
Prudential,Financials,Life & Health Insurance,Europe,United Kingdom,56.1,81.9,2.1,528.5,107,http://www.forbes.com/companies/prudential/,0.00397350993377483,0.0256410256410256
CNOOC,Energy,Oil & Gas Operations,Asia,Hong Kong,67.2,43,10.6,102.7,108,http://www.forbes.com/companies/cnooc/,0.103213242453749,0.246511627906977
Rio Tinto,Materials,Diversified Metals & Mining,Europe,United Kingdom,103.8,51.2,3.7,111,109,http://www.forbes.com/companies/rio-tinto/,0.0333333333333333,0.072265625
Unilever,Consumer Staples,Food Processing,Europe,Netherlands,124.5,66.1,6.4,62.7,110,http://www.forbes.com/companies/unilever/,0.10207336523126,0.0968229954614221
Nissan Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,40.2,104,3.9,137.2,111,http://www.forbes.com/companies/nissan-motor/,0.0284256559766764,0.0375
Credit Suisse Group,Financials,Investment Services,Europe,Switzerland,52.3,39.5,2.8,981.2,112,http://www.forbes.com/companies/credit-suisse-group/,0.00285364859355891,0.0708860759493671
E.ON,Utilities,Electric Utilities,Europe,Germany,37.6,162.6,2.8,180.1,113,http://www.forbes.com/companies/eon/,0.0155469183786785,0.017220172201722
Generali Group,Financials,Diversified Insurance,Europe,Italy,34.5,100.5,2.5,602.8,114,http://www.forbes.com/companies/generali-group/,0.00414731254147313,0.0248756218905473
América Móvil,Telecommunication Services,Telecommunications services,North America,Mexico,70.9,61.6,5.8,79,115,http://www.forbes.com/companies/america-movil/,0.0734177215189873,0.0941558441558441
GlaxoSmithKline,Health Care,Pharmaceuticals,Europe,United Kingdom,128.8,41.4,8.5,69.7,116,http://www.forbes.com/companies/glaxosmithkline/,0.121951219512195,0.205314009661836
Schlumberger,Energy,Oil Services & Equipment,North America,United States,128,45.4,6.7,67.1,117,http://www.forbes.com/companies/schlumberger/,0.0998509687034277,0.147577092511013
BBVA-Banco Bilbao Vizcaya,Financials,Major Banks,Europe,Spain,71,28.2,3,802.8,118,http://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/,0.00373692077727952,0.106382978723404
Nordea Bank,Financials,Regional Banks,Europe,Sweden,58,25.6,4.1,868.7,119,http://www.forbes.com/companies/nordea-bank/,0.00471969609761713,0.16015625
Bayer,Materials,Diversified Chemicals,Europe,Germany,111.3,53.3,4.2,70.7,120,http://www.forbes.com/companies/bayer/,0.0594059405940594,0.0787992495309568
China Minsheng Banking,Financials,Regional Banks,Asia,China,33.6,34.1,6.8,541.2,121,http://www.forbes.com/companies/china-minsheng-banking/,0.0125646711012565,0.19941348973607
Caterpillar,Industrials,Heavy Equipment,North America,United States,63.7,55.7,3.8,84.9,122,http://www.forbes.com/companies/caterpillar/,0.0447585394581861,0.0682226211849192
Standard Chartered,Financials,Major Banks,Europe,United Kingdom,51.1,25.6,4.1,674.4,123,http://www.forbes.com/companies/standard-chartered/,0.00607947805456702,0.16015625
China Shenhua Energy,Materials,Diversified Metals & Mining,Asia,China,57.6,42.8,7.2,80.4,124,http://www.forbes.com/companies/china-shenhua-energy/,0.0895522388059701,0.168224299065421
US Bancorp,Financials,Major Banks,North America,United States,78.2,20.2,5.8,364,125,http://www.forbes.com/companies/us-bancorp/,0.0159340659340659,0.287128712871287
Mitsubishi Corp,Industrials,Trading Companies,Asia,Japan,30.5,74.8,4.4,146.5,126,http://www.forbes.com/companies/mitsubishi-corp/,0.0300341296928328,0.0588235294117647
Dow Chemical,Materials,Diversified Chemicals,North America,United States,60.1,57.1,4.8,69.5,127,http://www.forbes.com/companies/dow-chemical/,0.0690647482014388,0.0840630472854641
Ecopetrol,Energy,Oil & Gas Operations,South America,Colombia,83.6,37.7,7,68.5,128,http://www.forbes.com/companies/ecopetrol/,0.102189781021898,0.185676392572944
Industrial Bank,Financials,Regional Banks,Asia,China,28.8,32.7,6.7,593.5,129,http://www.forbes.com/companies/industrial-bank/,0.0112889637742207,0.204892966360856
Shanghai Pudong Development,Financials,Regional Banks,Asia,China,29.2,31.7,6.7,607.9,130,http://www.forbes.com/companies/shanghai-pudong-development/,0.0110215495969732,0.211356466876972
EADS,Industrials,Aerospace & Defense,Europe,France,56.9,78.7,1.9,128.6,131,http://www.forbes.com/companies/eads/,0.0147744945567652,0.0241423125794155
Swiss Re,Financials,Diversified Insurance,Europe,Switzerland,34.7,36.8,4.4,205.2,132,http://www.forbes.com/companies/swiss-re/,0.0214424951267057,0.119565217391304
Iberdrola,Utilities,Electric Utilities,Europe,Spain,44.1,43.6,3.4,127.3,133,http://www.forbes.com/companies/iberdrola/,0.0267085624509034,0.0779816513761468
China Citic Bank,Financials,Regional Banks,Asia,China,32.5,27.8,5.7,555.6,134,http://www.forbes.com/companies/china-citic-bank/,0.0102591792656587,0.205035971223022
Reliance Industries,Energy,Oil & Gas Operations,Asia,India,50.9,72.8,3.8,67.2,135,http://www.forbes.com/companies/reliance-industries/,0.056547619047619,0.0521978021978022
Hutchison Whampoa,Industrials,Conglomerates,Asia,Hong Kong,57.8,33,4,105.2,136,http://www.forbes.com/companies/hutchison-whampoa/,0.0380228136882129,0.121212121212121
Home Depot,Consumer Discretionary,Home Improvement Retail,North America,United States,109.7,78.8,5.4,40.5,137,http://www.forbes.com/companies/home-depot/,0.133333333333333,0.0685279187817259
Hitachi,Information Technology,Electronics,Asia,Japan,36.2,95.7,2.6,104.7,138,http://www.forbes.com/companies/hitachi/,0.0248328557784145,0.0271682340647858
Hon Hai Precision,Information Technology,Electronics,Asia,Taiwan,37.3,127.2,3.4,68.2,139,http://www.forbes.com/companies/hon-hai-precision/,0.0498533724340176,0.0267295597484277
Phillips 66,Energy,Oil & Gas Operations,North America,United States,46.8,157.9,3.7,51,140,http://www.forbes.com/companies/phillips-66/,0.0725490196078431,0.0234325522482584
Capital One Financial,Financials,Consumer Financial Services,North America,United States,44,24.2,4.1,298.5,141,http://www.forbes.com/companies/capital-one-financial/,0.0137353433835846,0.169421487603306
